# BUSCO version is: 5.5.0 
# The lineage dataset is: insecta_odb10 (Creation date: 2024-01-08, number of genomes: 75, number of BUSCOs: 1367)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
41065at50557	Complete	ptg000087l:4696253-4727501	4696253	4727501	+	519.1	395	https://v10-1.orthodb.org/?query=41065at50557	Tetratricopeptide repeat
41272at50557	Complete	ptg000025l:21922494-21994517	21922494	21994517	+	531.0	285	https://v10-1.orthodb.org/?query=41272at50557	Nuclear hormone receptor, ligand-binding domain
41390at50557	Complete	ptg000003l:17881487-17918759	17881487	17918759	+	170.9	166	https://v10-1.orthodb.org/?query=41390at50557	Nuclear hormone receptor, ligand-binding domain
41499at50557	Complete	ptg000037l:5385457-5352845	5385457	5352845	-	993.0	602	https://v10-1.orthodb.org/?query=41499at50557	FACT complex subunit POB3-like, N-terminal PH domain
41512at50557	Complete	ptg000037l:8034965-8070736	8034965	8070736	+	877.5	670	https://v10-1.orthodb.org/?query=41512at50557	Staphylococcal nuclease (SNase-like), OB-fold
41520at50557	Complete	ptg000004l:47846371-47881352	47846371	47881352	+	491.8	374	https://v10-1.orthodb.org/?query=41520at50557	RNA polymerase III Rpc82, C -terminal
41605at50557	Complete	ptg000043l:8745771-8706790	8745771	8706790	-	301.0	324	https://v10-1.orthodb.org/?query=41605at50557	RNA polymerase I specific transcription initiation factor RRN3
41619at50557	Complete	ptg000081l:45296707-45276387	45296707	45276387	-	729.8	430	https://v10-1.orthodb.org/?query=41619at50557	Helicase, C-terminal
41755at50557	Complete	ptg000230l:1446818-1448844	1446818	1448844	+	411.3	395	https://v10-1.orthodb.org/?query=41755at50557	Histidine phosphatase superfamily
41766at50557	Complete	ptg000040l:26577976-26603325	26577976	26603325	+	875.3	444	https://v10-1.orthodb.org/?query=41766at50557	F-box domain
41868at50557	Complete	ptg000281l:303488-301941	303488	301941	-	278.3	235	https://v10-1.orthodb.org/?query=41868at50557	LOC101743105
41892at50557	Complete	ptg000013l:18025249-17998426	18025249	17998426	-	974.1	580	https://v10-1.orthodb.org/?query=41892at50557	ELMO domain
41907at50557	Complete	ptg000122l:16222-474	16222	474	-	404.4	231	https://v10-1.orthodb.org/?query=41907at50557	General transcription factor IIH subunit 4
42026at50557	Complete	ptg000025l:38783085-38756150	38783085	38756150	-	684.9	441	https://v10-1.orthodb.org/?query=42026at50557	UbiB domain
42153at50557	Complete	ptg000013l:1981752-2090509	1981752	2090509	+	984.4	537	https://v10-1.orthodb.org/?query=42153at50557	Major facilitator superfamily
42193at50557	Complete	ptg000017l:10892757-10913213	10892757	10913213	+	687.7	396	https://v10-1.orthodb.org/?query=42193at50557	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
42255at50557	Complete	ptg000049l:18732460-18802306	18732460	18802306	+	475.4	358	https://v10-1.orthodb.org/?query=42255at50557	Membrane bound O-acyl transferase, MBOAT
42324at50557	Duplicated	ptg000044l:16678367-16680382	16678367	16680382	+	156.5	109	https://v10-1.orthodb.org/?query=42324at50557	Zinc finger C2H2-type
42324at50557	Duplicated	ptg000067l:512995-512558	512995	512558	-	141.5	163	https://v10-1.orthodb.org/?query=42324at50557	Zinc finger C2H2-type
42324at50557	Duplicated	ptg000100l:19700294-19699785	19700294	19699785	-	145.1	153	https://v10-1.orthodb.org/?query=42324at50557	Zinc finger C2H2-type
42371at50557	Complete	ptg000056l:2968688-2893841	2968688	2893841	-	725.5	403	https://v10-1.orthodb.org/?query=42371at50557	WD40 repeat
42415at50557	Complete	ptg000062l:17641381-17613698	17641381	17613698	-	609.9	410	https://v10-1.orthodb.org/?query=42415at50557	splicing factor 3A subunit 3
42556at50557	Complete	ptg000081l:21166034-21187748	21166034	21187748	+	675.0	401	https://v10-1.orthodb.org/?query=42556at50557	Coatomer subunit delta
42594at50557	Complete	ptg000061l:19279496-19261634	19279496	19261634	-	383.9	361	https://v10-1.orthodb.org/?query=42594at50557	Cytochrome b5-like heme/steroid binding domain
42648at50557	Complete	ptg000016l:52749827-52748472	52749827	52748472	-	586.2	348	https://v10-1.orthodb.org/?query=42648at50557	Leucine-rich repeat
42720at50557	Complete	ptg000017l:30177321-30146502	30177321	30146502	-	694.0	617	https://v10-1.orthodb.org/?query=42720at50557	SWAP/Surp
42752at50557	Complete	ptg000062l:4265021-4233826	4265021	4233826	-	356.1	290	https://v10-1.orthodb.org/?query=42752at50557	Ankyrin repeat-containing domain
42982at50557	Complete	ptg000090l:2531123-2507764	2531123	2507764	-	432.8	355	https://v10-1.orthodb.org/?query=42982at50557	RUN domain
43010at50557	Complete	ptg000131l:8179530-8104700	8179530	8104700	-	724.6	505	https://v10-1.orthodb.org/?query=43010at50557	RUN domain
43121at50557	Complete	ptg000040l:28519268-28544370	28519268	28544370	+	798.0	446	https://v10-1.orthodb.org/?query=43121at50557	WD40 repeat
43141at50557	Complete	ptg000009l:27351059-27291704	27351059	27291704	-	449.5	301	https://v10-1.orthodb.org/?query=43141at50557	Major facilitator superfamily
43304at50557	Complete	ptg000081l:27812004-27790573	27812004	27790573	-	520.2	372	https://v10-1.orthodb.org/?query=43304at50557	Helicase, C-terminal
43374at50557	Complete	ptg000012l:74043747-74010588	74043747	74010588	-	699.9	396	https://v10-1.orthodb.org/?query=43374at50557	ATPase, V1 complex, subunit H
43508at50557	Complete	ptg000005l:67525311-67452444	67525311	67452444	-	694.8	506	https://v10-1.orthodb.org/?query=43508at50557	Zinc finger, RING/FYVE/PHD-type
43553at50557	Complete	ptg000091l:5219498-5199350	5219498	5199350	-	515.6	348	https://v10-1.orthodb.org/?query=43553at50557	WD40 repeat
43564at50557	Complete	ptg000036l:6750299-6751414	6750299	6751414	+	618.2	302	https://v10-1.orthodb.org/?query=43564at50557	Potassium channel tetramerisation-type BTB domain
43679at50557	Complete	ptg000012l:129847677-129871191	129847677	129871191	+	510.7	487	https://v10-1.orthodb.org/?query=43679at50557	Anaphase-promoting complex subunit 5
43719at50557	Complete	ptg000051l:60634697-60611547	60634697	60611547	-	393.8	250	https://v10-1.orthodb.org/?query=43719at50557	WD40 repeat
43881at50557	Duplicated	ptg000026l:19677522-19621241	19677522	19621241	-	614.4	452	https://v10-1.orthodb.org/?query=43881at50557	RFT1
43881at50557	Duplicated	ptg000371l:316723-417765	316723	417765	+	570.0	439	https://v10-1.orthodb.org/?query=43881at50557	RFT1
43931at50557	Complete	ptg000052l:4713514-4749410	4713514	4749410	+	820.3	557	https://v10-1.orthodb.org/?query=43931at50557	SDA1 domain
43942at50557	Complete	ptg000062l:50340288-50277654	50340288	50277654	-	430.6	358	https://v10-1.orthodb.org/?query=43942at50557	Dynactin subunit 4
44088at50557	Complete	ptg000135l:4166594-4196989	4166594	4196989	+	527.1	478	https://v10-1.orthodb.org/?query=44088at50557	Nucleoporin Nup85-like
44122at50557	Complete	ptg000015l:27150179-27148782	27150179	27148782	-	415.6	335	https://v10-1.orthodb.org/?query=44122at50557	Protoporphyrinogen oxidase
44226at50557	Complete	ptg000012l:131168986-131186140	131168986	131186140	+	914.2	474	https://v10-1.orthodb.org/?query=44226at50557	Negative elongation factor B
44288at50557	Complete	ptg000061l:30152588-30165877	30152588	30165877	+	692.4	394	https://v10-1.orthodb.org/?query=44288at50557	Nmd3, N-terminal
44720at50557	Complete	ptg000052l:4355529-4382406	4355529	4382406	+	703.2	421	https://v10-1.orthodb.org/?query=44720at50557	SKI-interacting protein, SKIP
44960at50557	Complete	ptg000010l:8429374-8442877	8429374	8442877	+	545.7	352	https://v10-1.orthodb.org/?query=44960at50557	Glycosyl transferase CAP10 domain
45196at50557	Complete	ptg000041l:60257119-60231538	60257119	60231538	-	584.0	385	https://v10-1.orthodb.org/?query=45196at50557	Tetratricopeptide repeat
45204at50557	Complete	ptg000022l:7123351-7099675	7123351	7099675	-	378.4	226	https://v10-1.orthodb.org/?query=45204at50557	Sterile alpha motif domain
45272at50557	Complete	ptg000015l:27182847-27156567	27182847	27156567	-	592.2	410	https://v10-1.orthodb.org/?query=45272at50557	Pyridoxal phosphate-dependent transferase
45419at50557	Complete	ptg000007l:14343230-14346232	14343230	14346232	+	450.0	356	https://v10-1.orthodb.org/?query=45419at50557	Zinc finger C2H2-type
45452at50557	Complete	ptg000009l:6525447-6580725	6525447	6580725	+	648.7	388	https://v10-1.orthodb.org/?query=45452at50557	sorting nexin-2
45491at50557	Complete	ptg000082l:108525625-108606430	108525625	108606430	+	591.5	377	https://v10-1.orthodb.org/?query=45491at50557	Amyloidogenic glycoprotein, copper-binding
45533at50557	Complete	ptg000061l:18466426-18449163	18466426	18449163	-	430.9	311	https://v10-1.orthodb.org/?query=45533at50557	Putative RNA methylase domain
45670at50557	Complete	ptg000082l:111406219-111422852	111406219	111422852	+	823.6	471	https://v10-1.orthodb.org/?query=45670at50557	Signal recognition particle receptor, alpha subunit, N-terminal
45914at50557	Complete	ptg000072l:9969997-9996121	9969997	9996121	+	494.1	421	https://v10-1.orthodb.org/?query=45914at50557	Exonuclease, RNase T/DNA polymerase III
45935at50557	Complete	ptg000091l:2507583-2529822	2507583	2529822	+	683.0	424	https://v10-1.orthodb.org/?query=45935at50557	Serine proteases, trypsin domain
45940at50557	Complete	ptg000016l:35926121-35873004	35926121	35873004	-	619.9	397	https://v10-1.orthodb.org/?query=45940at50557	Sel1-like repeat
45990at50557	Complete	ptg000082l:84211989-84170815	84211989	84170815	-	510.9	383	https://v10-1.orthodb.org/?query=45990at50557	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
46367at50557	Complete	ptg000012l:109073800-108955921	109073800	108955921	-	464.0	531	https://v10-1.orthodb.org/?query=46367at50557	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain
46514at50557	Complete	ptg000041l:13641178-13668630	13641178	13668630	+	829.2	439	https://v10-1.orthodb.org/?query=46514at50557	Signal recognition particle, SRP54 subunit, GTPase domain
46658at50557	Complete	ptg000075l:5214291-5233678	5214291	5233678	+	634.7	372	https://v10-1.orthodb.org/?query=46658at50557	Putative ATP-dependent RNA helicase me31b
46888at50557	Complete	ptg000001l:41513889-41542619	41513889	41542619	+	692.3	450	https://v10-1.orthodb.org/?query=46888at50557	Pleckstrin homology domain
46918at50557	Complete	ptg000142l:14514021-14626837	14514021	14626837	+	334.7	263	https://v10-1.orthodb.org/?query=46918at50557	SERRATE/Ars2 , C-terminal
46955at50557	Complete	ptg000040l:39369442-39384203	39369442	39384203	+	364.8	330	https://v10-1.orthodb.org/?query=46955at50557	Mini-chromosome maintenance complex-binding protein
46968at50557	Complete	ptg000001l:41913214-41932813	41913214	41932813	+	864.0	480	https://v10-1.orthodb.org/?query=46968at50557	Chromatid cohesion factor MAU2
47100at50557	Complete	ptg000052l:13978889-13980214	13978889	13980214	+	769.0	387	https://v10-1.orthodb.org/?query=47100at50557	GDP dissociation inhibitor
47233at50557	Complete	ptg000040l:5760651-5776266	5760651	5776266	+	523.0	379	https://v10-1.orthodb.org/?query=47233at50557	De-etiolated protein 1, Det1
47258at50557	Complete	ptg000038l:23852974-23894358	23852974	23894358	+	873.6	559	https://v10-1.orthodb.org/?query=47258at50557	Splicing factor 3A subunit 1
47269at50557	Complete	ptg000134l:328561-314653	328561	314653	-	548.3	338	https://v10-1.orthodb.org/?query=47269at50557	Proteasome component (PCI) domain
47270at50557	Complete	ptg000122l:820955-842293	820955	842293	+	438.3	344	https://v10-1.orthodb.org/?query=47270at50557	PIGA, GPI anchor biosynthesis
47330at50557	Complete	ptg000017l:10216961-10235575	10216961	10235575	+	641.3	545	https://v10-1.orthodb.org/?query=47330at50557	Chondroitin N-acetylgalactosaminyltransferase
47489at50557	Complete	ptg000050l:3867790-3852265	3867790	3852265	-	548.1	327	https://v10-1.orthodb.org/?query=47489at50557	tRNA-dihydrouridine synthase
47520at50557	Complete	ptg000009l:18295117-18354494	18295117	18354494	+	479.6	254	https://v10-1.orthodb.org/?query=47520at50557	Zinc finger, CCCH-type
48053at50557	Complete	ptg000001l:9970420-9985811	9970420	9985811	+	768.3	415	https://v10-1.orthodb.org/?query=48053at50557	WD40 repeat
48126at50557	Complete	ptg000053l:18557608-18561026	18557608	18561026	+	443.1	243	https://v10-1.orthodb.org/?query=48126at50557	rRNA adenine N(6)-methyltransferase
48331at50557	Complete	ptg000157l:1686988-1690081	1686988	1690081	+	551.5	333	https://v10-1.orthodb.org/?query=48331at50557	PPM-type phosphatase domain
48378at50557	Complete	ptg000131l:4604349-4575339	4604349	4575339	-	481.1	368	https://v10-1.orthodb.org/?query=48378at50557	Forkhead-associated (FHA) domain
48450at50557	Complete	ptg000072l:10645834-10669515	10645834	10669515	+	745.6	416	https://v10-1.orthodb.org/?query=48450at50557	Eukaryotic translation initiation factor 3 subunit L
48837at50557	Complete	ptg000019l:3125829-3074042	3125829	3074042	-	387.0	303	https://v10-1.orthodb.org/?query=48837at50557	PDZ domain
48864at50557	Complete	ptg000036l:9994641-9919982	9994641	9919982	-	413.2	337	https://v10-1.orthodb.org/?query=48864at50557	Rabenosyn, Rab binding domain
48986at50557	Complete	ptg000157l:1078355-1047607	1078355	1047607	-	543.0	343	https://v10-1.orthodb.org/?query=48986at50557	Lung seven transmembrane receptor-like
49092at50557	Complete	ptg000107l:18784878-18769529	18784878	18769529	-	745.4	411	https://v10-1.orthodb.org/?query=49092at50557	Peptidase M16, C-terminal
49139at50557	Complete	ptg000007l:15749332-15781227	15749332	15781227	+	691.7	600	https://v10-1.orthodb.org/?query=49139at50557	E3 UFM1-protein ligase 1
49306at50557	Complete	ptg000041l:2249870-2264045	2249870	2264045	+	369.1	424	https://v10-1.orthodb.org/?query=49306at50557	O-acyltransferase WSD1, C-terminal
49370at50557	Complete	ptg000013l:26325444-26285429	26325444	26285429	-	734.3	432	https://v10-1.orthodb.org/?query=49370at50557	WD40 repeat
49600at50557	Complete	ptg000061l:73763306-73720683	73763306	73720683	-	350.2	256	https://v10-1.orthodb.org/?query=49600at50557	Sarcoglycan alpha/epsilon
49665at50557	Complete	ptg000106l:6982759-7107281	6982759	7107281	+	749.6	483	https://v10-1.orthodb.org/?query=49665at50557	Nuclear pore localisation protein NPL4, C-terminal
49780at50557	Complete	ptg000290l:1738474-1740837	1738474	1740837	+	797.1	447	https://v10-1.orthodb.org/?query=49780at50557	RNA recognition motif domain
50275at50557	Complete	ptg000010l:23102714-23277013	23102714	23277013	+	515.7	458	https://v10-1.orthodb.org/?query=50275at50557	MORN motif
50478at50557	Complete	ptg000132l:6645175-6630561	6645175	6630561	-	557.6	332	https://v10-1.orthodb.org/?query=50478at50557	Ferrodoxin-fold anticodon-binding domain
50493at50557	Complete	ptg000016l:48588101-48615786	48588101	48615786	+	529.2	334	https://v10-1.orthodb.org/?query=50493at50557	Vacuolar fusion protein Mon1
50572at50557	Complete	ptg000132l:4266542-4274488	4266542	4274488	+	639.0	334	https://v10-1.orthodb.org/?query=50572at50557	ATPase, AAA-type, conserved site
50585at50557	Complete	ptg000138l:669088-617502	669088	617502	-	583.7	298	https://v10-1.orthodb.org/?query=50585at50557	PDZ domain
50587at50557	Complete	ptg000021l:10794165-10819837	10794165	10819837	+	742.3	389	https://v10-1.orthodb.org/?query=50587at50557	Rab-GTPase-TBC domain
50853at50557	Duplicated	ptg000026l:6983582-7004515	6983582	7004515	+	553.3	366	https://v10-1.orthodb.org/?query=50853at50557	Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain
50853at50557	Duplicated	ptg000083l:64320266-64318881	64320266	64318881	-	583.3	361	https://v10-1.orthodb.org/?query=50853at50557	Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain
51049at50557	Complete	ptg000160l:7344179-7332011	7344179	7332011	-	520.2	345	https://v10-1.orthodb.org/?query=51049at50557	Fumarylacetoacetase, N-terminal
51073at50557	Complete	ptg000010l:20421528-20433276	20421528	20433276	+	388.3	262	https://v10-1.orthodb.org/?query=51073at50557	mRNA cap guanine-N7 methyltransferase
51335at50557	Complete	ptg000013l:27814090-27851894	27814090	27851894	+	413.4	249	https://v10-1.orthodb.org/?query=51335at50557	TEA/ATTS domain
51542at50557	Complete	ptg000160l:7987588-7999628	7987588	7999628	+	428.9	335	https://v10-1.orthodb.org/?query=51542at50557	Origin recognition complex subunit 4
51637at50557	Complete	ptg000261l:3984905-4066097	3984905	4066097	+	410.8	392	https://v10-1.orthodb.org/?query=51637at50557	PDZ domain
51851at50557	Complete	ptg000030l:16132514-16134019	16132514	16134019	+	812.3	399	https://v10-1.orthodb.org/?query=51851at50557	26S proteasome non-ATPase regulatory subunit 3
51947at50557	Complete	ptg000005l:117539318-117668578	117539318	117668578	+	667.7	343	https://v10-1.orthodb.org/?query=51947at50557	Neurotransmitter-gated ion-channel ligand-binding domain
52049at50557	Complete	ptg000087l:7856530-7835964	7856530	7835964	-	288.9	320	https://v10-1.orthodb.org/?query=52049at50557	Zinc finger, MYND-type
52437at50557	Complete	ptg000083l:105174-70145	105174	70145	-	569.0	344	https://v10-1.orthodb.org/?query=52437at50557	Uncharacterised protein family UPF0183
52579at50557	Complete	ptg000025l:37233467-37244077	37233467	37244077	+	641.9	393	https://v10-1.orthodb.org/?query=52579at50557	Vang-like protein
52631at50557	Complete	ptg000004l:26141537-26162787	26141537	26162787	+	464.9	299	https://v10-1.orthodb.org/?query=52631at50557	Branched-chain-amino-acid aminotransferase
52636at50557	Complete	ptg000038l:339568-349886	339568	349886	+	215.0	302	https://v10-1.orthodb.org/?query=52636at50557	Nucleotidyl transferase domain
52688at50557	Complete	ptg000024l:13937579-14091762	13937579	14091762	+	361.6	351	https://v10-1.orthodb.org/?query=52688at50557	Carboxylesterase, type B
52703at50557	Complete	ptg000034l:14273915-14232872	14273915	14232872	-	687.3	351	https://v10-1.orthodb.org/?query=52703at50557	Actin family
52845at50557	Complete	ptg000012l:125724142-125742723	125724142	125742723	+	439.7	318	https://v10-1.orthodb.org/?query=52845at50557	Leucine-rich repeat
52925at50557	Complete	ptg000010l:19554744-19539461	19554744	19539461	-	646.3	347	https://v10-1.orthodb.org/?query=52925at50557	tRNA pseudouridylate synthase B, C-terminal
53033at50557	Complete	ptg000745l:8163766-8183008	8163766	8183008	+	318.5	343	https://v10-1.orthodb.org/?query=53033at50557	Winged helix-like DNA-binding domain superfamily
53123at50557	Complete	ptg000026l:30203621-30243910	30203621	30243910	+	391.3	220	https://v10-1.orthodb.org/?query=53123at50557	Arrestin, C-terminal
53250at50557	Complete	ptg000132l:10652958-10695145	10652958	10695145	+	467.0	367	https://v10-1.orthodb.org/?query=53250at50557	Eukaryotic translation initiation factor 2A
53261at50557	Complete	ptg000096l:14801769-14829906	14801769	14829906	+	705.9	442	https://v10-1.orthodb.org/?query=53261at50557	Ubiquitin-activating enzyme, catalytic cysteine domain
53388at50557	Complete	ptg000053l:11251858-11273684	11251858	11273684	+	616.7	348	https://v10-1.orthodb.org/?query=53388at50557	PurE domain
53583at50557	Complete	ptg000074l:20670282-20659779	20670282	20659779	-	612.6	358	https://v10-1.orthodb.org/?query=53583at50557	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
53875at50557	Complete	ptg000036l:10730545-10731531	10730545	10731531	+	227.2	222	https://v10-1.orthodb.org/?query=53875at50557	DNA fragmentation factor 40, C-terminal
53938at50557	Complete	ptg000083l:43594738-43630676	43594738	43630676	+	676.9	469	https://v10-1.orthodb.org/?query=53938at50557	Mannosyltransferase
54056at50557	Complete	ptg000053l:24456661-24421401	24456661	24421401	-	406.4	304	https://v10-1.orthodb.org/?query=54056at50557	SANT/Myb domain
54067at50557	Complete	ptg000078l:59069796-59039062	59069796	59039062	-	535.9	406	https://v10-1.orthodb.org/?query=54067at50557	SH2 domain
54419at50557	Complete	ptg000138l:742463-777037	742463	777037	+	357.9	318	https://v10-1.orthodb.org/?query=54419at50557	Equilibrative nucleoside transporter
54603at50557	Complete	ptg000081l:48308920-48307235	48308920	48307235	-	843.1	482	https://v10-1.orthodb.org/?query=54603at50557	Leucine-rich repeat
54757at50557	Complete	ptg000016l:63959185-63978871	63959185	63978871	+	305.0	221	https://v10-1.orthodb.org/?query=54757at50557	Hedgehog, N-terminal signalling domain
54898at50557	Complete	ptg000061l:42922982-42946485	42922982	42946485	+	628.4	329	https://v10-1.orthodb.org/?query=54898at50557	COP9 signalosome complex subunit 4
55062at50557	Complete	ptg000041l:45848131-45826841	45848131	45826841	-	414.7	325	https://v10-1.orthodb.org/?query=55062at50557	Signal recognition particle subunit SRP68
55303at50557	Complete	ptg000025l:15604071-15600201	15604071	15600201	-	499.6	341	https://v10-1.orthodb.org/?query=55303at50557	FAD/NAD(P)-binding domain
55309at50557	Complete	ptg000005l:51064337-51078394	51064337	51078394	+	411.5	242	https://v10-1.orthodb.org/?query=55309at50557	Protoheme IX farnesyltransferase, mitochondrial
55628at50557	Complete	ptg000017l:32544125-32528008	32544125	32528008	-	335.8	413	https://v10-1.orthodb.org/?query=55628at50557	Coiled-coil domain-containing protein 22
55692at50557	Complete	ptg000072l:21310461-21280214	21310461	21280214	-	618.2	351	https://v10-1.orthodb.org/?query=55692at50557	Eukaryotic translation initiation factor 3 subunit E
55720at50557	Complete	ptg000019l:12688232-12721676	12688232	12721676	+	404.7	369	https://v10-1.orthodb.org/?query=55720at50557	N-end aminoacyl transferase, N-terminal
55830at50557	Complete	ptg000001l:53519659-53521077	53519659	53521077	+	398.3	355	https://v10-1.orthodb.org/?query=55830at50557	WD40 repeat
55950at50557	Complete	ptg000053l:3899148-3913962	3899148	3913962	+	714.3	442	https://v10-1.orthodb.org/?query=55950at50557	beta-catenin-like protein 1
56026at50557	Complete	ptg000044l:13586871-13551218	13586871	13551218	-	657.9	376	https://v10-1.orthodb.org/?query=56026at50557	Transcription initiation factor TFIID subunit 6
56099at50557	Complete	ptg000061l:23763600-23777655	23763600	23777655	+	674.6	396	https://v10-1.orthodb.org/?query=56099at50557	WD40 repeat
56276at50557	Complete	ptg000021l:27185182-27242450	27185182	27242450	+	581.9	343	https://v10-1.orthodb.org/?query=56276at50557	Acyl-CoA dehydrogenase/oxidase C-terminal
56752at50557	Complete	ptg000128l:2489616-2548711	2489616	2548711	+	653.7	394	https://v10-1.orthodb.org/?query=56752at50557	WD40-repeat-containing domain
56796at50557	Complete	ptg000083l:29214784-29238151	29214784	29238151	+	505.0	317	https://v10-1.orthodb.org/?query=56796at50557	Sulfotransferase
56896at50557	Complete	ptg000083l:26377651-26413482	26377651	26413482	+	550.7	573	https://v10-1.orthodb.org/?query=56896at50557	Integrator complex subunit 8
56943at50557	Complete	ptg000101l:10310525-10363228	10310525	10363228	+	655.6	403	https://v10-1.orthodb.org/?query=56943at50557	CAP Gly-rich domain
57149at50557	Complete	ptg000178l:9141804-9223556	9141804	9223556	+	256.9	209	https://v10-1.orthodb.org/?query=57149at50557	PSP, proline-rich
57153at50557	Complete	ptg000012l:129026577-129194737	129026577	129194737	+	223.8	168	https://v10-1.orthodb.org/?query=57153at50557	EF-hand domain
57156at50557	Complete	ptg000083l:23732817-23703120	23732817	23703120	-	685.8	453	https://v10-1.orthodb.org/?query=57156at50557	Tetratricopeptide repeat
57181at50557	Complete	ptg000027l:4780128-4907821	4780128	4907821	+	727.5	541	https://v10-1.orthodb.org/?query=57181at50557	DNA mismatch repair protein Mlh1, C-terminal
57218at50557	Complete	ptg000061l:22378601-22396445	22378601	22396445	+	698.3	368	https://v10-1.orthodb.org/?query=57218at50557	Homogentisate 1,2-dioxygenase
57320at50557	Complete	ptg000166l:3052948-3032871	3052948	3032871	-	558.8	345	https://v10-1.orthodb.org/?query=57320at50557	Atg6/beclin, coiled-coil domain
57373at50557	Complete	ptg000078l:8684072-8668383	8684072	8668383	-	522.4	372	https://v10-1.orthodb.org/?query=57373at50557	DIRP domain
57388at50557	Complete	ptg000129l:2715961-2906427	2715961	2906427	+	685.2	379	https://v10-1.orthodb.org/?query=57388at50557	Otopetrin
57602at50557	Complete	ptg000062l:7332671-7363313	7332671	7363313	+	75.1	115	https://v10-1.orthodb.org/?query=57602at50557	Proline-rich AKT1 substrate 1 protein
57613at50557	Complete	ptg000034l:6794686-6734784	6794686	6734784	-	667.0	333	https://v10-1.orthodb.org/?query=57613at50557	Actin family
57745at50557	Complete	ptg000096l:9565024-9443923	9565024	9443923	-	333.4	266	https://v10-1.orthodb.org/?query=57745at50557	Peptidase C45
57752at50557	Complete	ptg000053l:24290663-24302265	24290663	24302265	+	601.4	320	https://v10-1.orthodb.org/?query=57752at50557	WD40 repeat
57761at50557	Complete	ptg000401l:772397-767704	772397	767704	-	689.9	372	https://v10-1.orthodb.org/?query=57761at50557	Nop domain
57786at50557	Complete	ptg000006l:8093457-8048011	8093457	8048011	-	308.2	341	https://v10-1.orthodb.org/?query=57786at50557	Fork head domain
57791at50557	Complete	ptg000203l:1194618-1210516	1194618	1210516	+	455.1	375	https://v10-1.orthodb.org/?query=57791at50557	Helicase, C-terminal
57812at50557	Complete	ptg000078l:13330050-13228128	13330050	13228128	-	468.4	296	https://v10-1.orthodb.org/?query=57812at50557	Zinc finger C2H2-type
57980at50557	Complete	ptg000052l:7030377-7135549	7030377	7135549	+	552.6	349	https://v10-1.orthodb.org/?query=57980at50557	Protein kinase domain
57983at50557	Complete	ptg000041l:17530530-17551615	17530530	17551615	+	499.4	320	https://v10-1.orthodb.org/?query=57983at50557	UAA transporter
58098at50557	Complete	ptg000053l:6264889-6216463	6264889	6216463	-	555.2	365	https://v10-1.orthodb.org/?query=58098at50557	Serine incorporator/TMS membrane protein
58189at50557	Complete	ptg000281l:736119-725312	736119	725312	-	243.5	170	https://v10-1.orthodb.org/?query=58189at50557	Zona pellucida domain
58203at50557	Complete	ptg000041l:91210465-91162010	91210465	91162010	-	664.4	320	https://v10-1.orthodb.org/?query=58203at50557	26S Proteasome regulatory subunit 7
58206at50557	Complete	ptg000051l:67011709-66934325	67011709	66934325	-	624.1	346	https://v10-1.orthodb.org/?query=58206at50557	Protein kinase domain
58363at50557	Complete	ptg000017l:1233684-1196686	1233684	1196686	-	407.8	286	https://v10-1.orthodb.org/?query=58363at50557	Tetratricopeptide repeat
58479at50557	Complete	ptg000261l:328147-281740	328147	281740	-	534.3	326	https://v10-1.orthodb.org/?query=58479at50557	WD40-repeat-containing domain
58640at50557	Complete	ptg000031l:7890294-7864967	7890294	7864967	-	460.3	311	https://v10-1.orthodb.org/?query=58640at50557	General transcription factor IIH subunit
58729at50557	Complete	ptg000261l:328693-364572	328693	364572	+	566.7	359	https://v10-1.orthodb.org/?query=58729at50557	U3 small nucleolar RNA-associated protein 15, C-terminal
58906at50557	Complete	ptg000049l:13232084-13305934	13232084	13305934	+	432.3	279	https://v10-1.orthodb.org/?query=58906at50557	Innexin
58946at50557	Complete	ptg000050l:543507-530553	543507	530553	-	278.9	221	https://v10-1.orthodb.org/?query=58946at50557	Ribosomal protein Rsm22-like
58961at50557	Complete	ptg000001l:5892252-5869835	5892252	5869835	-	542.6	340	https://v10-1.orthodb.org/?query=58961at50557	DNA methyltransferase 1-associated 1
59039at50557	Complete	ptg000061l:20525703-20399213	20525703	20399213	-	486.4	400	https://v10-1.orthodb.org/?query=59039at50557	ATPase, AAA-type, core
59099at50557	Complete	ptg000024l:9665840-9533855	9665840	9533855	-	453.9	346	https://v10-1.orthodb.org/?query=59099at50557	RNA recognition motif domain
59396at50557	Fragmented	ptg000083l:70415474-70416286	70415474	70416286	+	438.6	226	https://v10-1.orthodb.org/?query=59396at50557	Glycosyltransferase 2-like
59481at50557	Complete	ptg000101l:2391993-2328703	2391993	2328703	-	385.6	238	https://v10-1.orthodb.org/?query=59481at50557	Histidine kinase/HSP90-like ATPase
